Month,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Plane of Array Irradiance (W/m^2),DC Array Output (W),AC System Output (W)
2,595,118,456.044,1680.435,1616.681
2,17,168,179.015,695.717,660.547
2,53,226,280.194,1081.104,1035.821
2,115,259,370.136,1412.716,1357.625
2,140,251,389.37,1480.772,1423.542
2,443,172,521.672,1944.74,1871.779
2,599,92,461.161,1696.238,1631.952
2,561,71,308.784,1094.64,1048.977
2,0,30,30.653,122.272,99.596
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,602,48,266.667,928.242,887.135
2,788,73,510.168,1830.56,1761.656
2,866,91,705.169,2500.267,2405.839
2,87,240,322.821,1205.156,1156.323
2,125,263,394.031,1463.985,1407.287
2,27,215,236.801,904.93,864.441
2,30,190,220.421,845.603,806.664
2,0,103,100.115,390.208,362.075
2,453,90,287.675,1027.366,983.576
2,0,28,28.09,110.647,88.193
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,50,48.325,190.103,166.109
2,3,119,119.566,460.484,430.81
2,103,203,285.325,1066.235,1021.368
2,70,238,307.043,1144.236,1097.164
2,14,204,214.239,802.634,764.797
2,73,246,319.389,1184.656,1136.421
2,48,203,248.085,922.542,881.587
2,203,157,289.749,1061.55,1016.813
2,0,71,69.556,266.172,240.649
2,0,11,10.412,40.275,19.135
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,11,10.407,40.304,19.164
2,0,49,46.494,179.137,155.358
2,0,96,91.903,350.808,323.519
2,0,133,128.817,489.776,459.445
2,6,187,189.449,712.746,677.159
2,7,185,188.344,708.222,672.746
2,0,80,76.037,290.291,264.271
2,0,88,84.491,324.023,297.3
2,0,45,42.698,164.383,140.893
2,0,6,5.673,21.925,1.121
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,22,20.837,82.675,60.749
2,201,142,263.468,1010.693,967.361
2,766,136,697.069,2600.818,2502.197
2,130,253,381.937,1466.646,1409.864
2,153,272,427.739,1640.531,1578.11
2,859,139,868.418,3222.14,3095.529
2,116,222,328.15,1258.885,1208.471
2,772,100,577.672,2134.457,2054.487
2,628,70,340.642,1219.766,1170.506
2,262,26,90.173,291.589,265.543
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,561,64,275.023,1000.256,957.209
2,205,144,268.203,1047.378,1003.035
2,197,209,365.905,1426.308,1370.794
2,329,235,529.255,2014.148,1938.662
2,502,208,667.209,2498.896,2404.524
2,860,145,878.627,3194.549,3069.257
2,820,134,762.927,2788.253,2681.567
2,748,112,578.579,2135.143,2055.147
2,606,78,341.412,1232.109,1182.486
2,250,29,90.84,301.428,275.177
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,117,13,38.801,128.954,106.15
2,619,60,292.947,1052.922,1008.425
2,806,86,548.097,2045.661,1969.014
2,895,102,750.756,2784.353,2677.837
2,938,111,885.961,3239.789,3112.331
2,948,117,939.041,3414.773,3278.757
2,941,114,908,3293.897,3163.823
2,913,103,795.034,2905.796,2793.885
2,846,88,609.455,2224.019,2140.624
2,716,63,372.112,1327.305,1274.839
2,370,26,112.703,358.658,331.202
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,3,2.835,11.585,0
2,0,37,35.091,141.972,118.918
2,63,148,189.163,745.86,709.452
2,66,208,264.84,1035.123,991.119
2,225,259,464.77,1779.763,1712.625
2,119,280,408.854,1553.54,1493.975
2,31,232,268.273,1016.025,972.547
2,72,223,287.623,1074.639,1029.537
2,14,146,153.149,579.254,546.87
2,667,60,350.5,1203.035,1154.265
2,328,25,103.128,314.664,288.137
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,6,5.673,22.451,1.638
2,0,14,13.25,52.223,30.864
2,0,71,67.456,263.566,238.095
2,0,108,103.785,400.955,372.589
2,0,139,134.623,516.299,485.367
2,49,258,313.133,1177.279,1129.257
2,935,106,900.056,3202.447,3076.778
2,898,101,787.261,2803.752,2696.384
2,816,91,602.26,2131.419,2051.564
2,33,96,113.044,426.307,397.388
2,0,24,22.885,89.52,67.465
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,190,15,54.17,165.537,142.025
2,642,54,300.12,1027.493,983.699
2,452,120,393.682,1426.817,1371.286
2,277,211,434.903,1584.119,1523.558
2,217,265,465.979,1682.504,1618.681
2,635,171,748.625,2596.055,2497.635
2,955,96,901.894,3047.042,2928.683
2,922,91,796.358,2704.517,2601.475
2,862,78,615.128,2087.809,2009.594
2,726,60,376.142,1266.983,1216.328
2,390,28,118.455,356.824,329.407
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,6,5.673,21.924,1.12
2,110,84,131.162,479.713,449.608
2,119,160,240.244,888.277,848.227
2,483,174,549.282,1958.743,1885.276
2,386,238,582.7,2064.081,1986.75
2,613,182,743.781,2597.946,2499.446
2,698,146,759.555,2630.084,2530.226
2,648,135,648.714,2262.425,2177.539
2,334,160,381.518,1350.902,1297.717
2,614,76,350.245,1181.059,1132.927
2,289,33,102.439,319.738,293.105
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,143,19,49.519,155.616,132.298
2,605,63,299.954,1004.565,961.4
2,793,84,550.861,1871.559,1801.212
2,878,99,749.904,2537.502,2441.532
2,922,107,883.891,2937.58,2824.234
2,889,134,922.877,3081.101,2961.159
2,802,112,805.436,2708.336,2605.128
2,701,120,673.211,2291.362,2205.343
2,475,136,448.716,1553.418,1493.857
2,618,57,332.649,1113.873,1067.666
2,200,37,88.376,287.108,261.154
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,223,19,64.951,195.915,171.805
2,644,59,311.899,1055.356,1010.792
2,813,80,558.057,1933.726,1861.161
2,898,92,759.31,2583.851,2485.944
2,939,99,891.678,2988.016,2872.374
2,914,121,932.903,3119.649,2997.903
2,909,116,901.263,3004.884,2888.469
2,884,104,790.548,2686.127,2583.876
2,788,99,602.671,2061.448,1984.215
2,666,71,369.682,1236.031,1186.293
2,385,32,120.787,362.12,334.59
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,260,19,71.566,213.341,188.885
2,649,54,310.225,1053.976,1009.45
2,804,71,545.699,1918.923,1846.89
2,877,82,735.751,2556.531,2459.768
2,911,89,854.425,2877.135,2766.51
2,830,130,873.696,2921.069,2808.469
2,828,125,846.385,2823.435,2715.198
2,796,116,743.704,2503.398,2408.841
2,731,99,569.9,1944.395,1871.447
2,587,77,344.027,1155.237,1107.85
2,259,37,100.344,317.828,291.235
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,178,22,60.781,190.177,166.181
2,550,65,287.027,987.967,945.255
2,321,153,354.56,1286.384,1235.15
2,95,232,312.049,1142.46,1095.439
2,129,282,414.845,1502.172,1444.26
2,776,143,848.978,2968.454,2853.705
2,765,141,818.348,2860.208,2750.338
2,22,207,222.134,809.656,771.64
2,617,127,532.026,1865.547,1795.413
2,474,95,314.396,1080.939,1035.661
2,200,41,92.785,296.936,270.779
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,2,1.889,7.204,0
2,0,11,10.409,39.664,18.536
2,0,19,18.005,68.562,46.899
2,0,31,29.415,111.434,88.965
2,0,59,56.068,211.962,187.533
2,0,107,102.231,384.964,356.944
2,0,63,59.881,227.2,202.466
2,0,40,37.974,144.442,121.339
2,0,14,13.267,50.846,29.513
2,0,16,15.149,58.315,36.843
2,0,14,13.253,51.24,29.898
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,5,4.726,18.39,0
2,0,36,34.133,131.964,109.102
2,0,63,59.824,230.887,206.08
2,23,202,217.192,826.46,788.014
2,0,103,98.313,376.784,348.94
2,26,251,272.589,1033.428,989.471
2,29,246,280.382,1061.654,1016.914
2,0,161,157.038,598.985,566.138
2,105,191,263.8,991.962,949.141
2,0,83,80.398,308.078,281.689
2,0,9,8.513,33.042,12.035
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,14,25,27.35,104.419,82.083
2,43,97,116.142,440.606,411.372
2,183,176,295.749,1095.325,1049.642
2,198,243,408.873,1511.588,1453.375
2,158,292,450.465,1660.94,1597.839
2,536,222,730.187,2605.912,2507.076
2,152,299,455.598,1666.86,1603.561
2,46,234,278.677,1039.84,995.706
2,129,194,289.271,1075.174,1030.057
2,0,84,81.331,312.106,285.633
2,304,46,120.832,393.096,364.901
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,320,29,93.639,285.821,259.893
2,671,70,346.192,1191.125,1142.701
2,804,99,591.941,2071.679,1994.066
2,881,115,790.065,2736.225,2631.81
2,919,125,922.637,3080.094,2960.198
2,779,210,933.872,3094.577,2974.006
2,782,197,902.443,2987.544,2871.924
2,450,211,590.44,2037.741,1961.386
2,564,128,505.983,1782.148,1714.927
2,615,65,349.21,1189.671,1141.289
2,143,53,91.651,314.48,287.957
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,13,12.307,47.515,26.243
2,0,68,65.309,251.021,225.806
2,9,149,151.837,578.565,546.197
2,10,187,191.38,723.794,687.935
2,0,162,157.289,596.618,563.826
2,8,203,206.1,777.309,740.113
2,13,218,226.021,850.358,811.296
2,0,145,140.43,531.989,500.698
2,460,228,541.773,1929.863,1857.438
2,302,164,314.76,1114.317,1068.098
2,93,60,86.495,304.007,277.703
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,334,35,101.569,326.026,299.261
3,694,77,369.341,1339.435,1286.599
3,843,102,626.484,2301.577,2215.156
3,915,118,827.627,3003.72,2887.358
3,946,129,958.848,3360.284,3226.963
3,915,155,996.468,3458.303,3320.113
3,479,240,692.557,2490.684,2396.65
3,395,229,561.037,2022.419,1946.629
3,360,176,422.05,1542.41,1483.205
3,265,115,244.029,893.825,853.629
3,12,45,48.124,187.064,163.129
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,77,35,53.425,193.175,169.12
3,182,108,192.277,722.298,686.475
3,0,139,135.617,527.98,496.781
3,21,210,223.332,856.73,817.503
3,135,303,443.947,1656.245,1593.301
3,251,314,564.482,2072.076,1994.448
3,553,214,728.926,2609.955,2510.948
3,82,259,333.542,1239.738,1189.891
3,463,158,476.122,1730.281,1664.84
3,675,85,402.009,1397.289,1342.677
3,405,46,145.419,460.66,430.981
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,27,25.698,101.256,78.979
3,11,104,106.635,411.913,383.309
3,0,139,135.48,519.865,488.852
3,315,241,506.085,1878.611,1808.015
3,370,275,623.817,2268.038,2182.932
3,657,191,817.244,2911.882,2799.697
3,577,209,745.504,2655.185,2554.258
3,749,180,797.224,2819.895,2711.815
3,670,106,555.492,1976.165,1902.066
3,593,74,354.938,1239.991,1190.137
3,30,51,58.479,216.334,191.818
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,186,45,86.912,289.362,263.361
3,519,105,332.474,1160.745,1113.2
3,487,167,486.368,1728.807,1663.416
3,567,175,634.646,2225.768,2142.306
3,752,145,823.779,2826.323,2717.958
3,828,179,958.987,3212.642,3086.487
3,826,171,925.953,3128.21,3006.062
3,799,155,811.624,2762.948,2657.37
3,727,135,624.317,2131.83,2051.959
3,606,101,389.914,1326.71,1274.261
3,351,52,140.035,442.037,412.771
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,368,37,113.424,340.218,313.153
3,460,86,289.367,996.769,953.817
3,500,145,472.138,1651.124,1588.351
3,453,216,594.347,2044.563,1967.956
3,607,201,762.188,2541.173,2445.05
3,790,144,883.714,2861.228,2751.313
3,613,203,776.851,2516.964,2421.846
3,898,93,813.905,2606.516,2507.655
3,837,83,637.447,2043.84,1967.259
3,717,69,407.177,1293.099,1241.664
3,457,42,155.132,453.389,423.872
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,19,17.998,69.777,48.092
3,328,105,256.383,904.874,864.387
3,477,152,467.23,1616.337,1554.717
3,521,195,624.952,2099.637,2020.979
3,741,152,826.761,2660.54,2559.385
3,898,117,953.372,2988.776,2873.099
3,875,121,913.445,2857.178,2747.444
3,458,226,620.494,1971.682,1897.746
3,776,103,624.058,1982.615,1908.282
3,385,110,299.845,981.233,938.703
3,268,54,123.831,392.963,364.771
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,10,9.46,36.224,15.159
3,0,16,15.151,57.74,36.278
3,14,167,172.505,647.909,613.897
3,0,39,37.033,140.108,117.09
3,0,71,67.525,253.962,228.687
3,0,45,42.778,160.492,137.078
3,0,127,121.851,454.166,424.632
3,0,38,36.087,134.828,111.911
3,0,20,18.965,71.311,49.597
3,0,23,21.792,82.641,60.715
3,0,39,37.167,141.368,118.325
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,40,38.597,148.694,125.51
3,0,27,25.585,98.644,76.417
3,0,58,55.074,210.909,186.501
3,0,75,71.303,271.525,245.892
3,0,105,100.199,377.336,349.48
3,0,121,115.904,433.655,404.574
3,24,260,278.455,1020.668,977.062
3,11,206,210.756,771.348,734.303
3,0,117,112.481,416.006,387.312
3,612,95,390.691,1321.872,1269.57
3,357,56,147.077,457.407,427.801
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,5,4.727,18.26,0
3,0,26,24.636,94.971,72.813
3,0,118,113.568,433.014,403.948
3,19,219,230.348,864.76,825.324
3,18,244,256.272,952.852,911.088
3,14,241,249.838,925.292,884.264
3,33,278,316.535,1155.884,1108.478
3,0,122,116.978,433.933,404.846
3,0,152,147.798,542.244,510.717
3,96,139,189.942,681.782,646.953
3,0,39,37.077,140.218,117.197
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,106,49,74.809,262.813,237.358
3,0,78,74.633,287.732,261.765
3,0,12,11.375,43.874,22.668
3,0,57,54.163,208.327,183.971
3,0,21,19.947,76.898,55.08
3,4,180,178.302,679.899,645.116
3,0,104,99.217,381.715,353.765
3,0,162,156.917,601.872,568.957
3,1,157,153.455,593.77,561.045
3,17,126,131.02,507.474,476.743
3,0,19,17.991,71.066,49.357
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,483,44,151.807,487.59,457.308
3,753,71,411.187,1501.997,1444.092
3,871,87,654.408,2433.822,2342.112
3,926,97,838.413,3062.48,2943.405
3,952,104,959.482,3439.914,3302.644
3,921,125,995.873,3540.342,3333.333
3,899,128,953.352,3385.279,3250.725
3,876,118,841.29,3012.793,2896.014
3,802,110,655.835,2347.69,2259.443
3,683,90,420.968,1490.725,1433.179
3,441,56,168.896,549.929,518.225
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,447,47,148.87,480.394,450.274
3,716,76,404.071,1451.046,1394.756
3,421,177,467.474,1735.802,1670.172
3,376,252,572.913,2104.26,2025.429
3,917,113,941.429,3295.651,3165.492
3,822,167,958.507,3307.779,3177.029
3,796,171,915.531,3172.135,3047.91
3,371,260,583.309,2071.722,1994.107
3,183,224,356.802,1304.242,1252.472
3,61,141,170.876,634.592,600.9
3,329,67,153.174,504.223,473.566
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,44,42.139,163.485,140.013
3,64,134,163.566,611.602,578.456
3,247,212,388.352,1396.235,1341.656
3,836,125,809.142,2713.731,2610.291
3,873,132,932.705,3043.58,2925.381
3,855,150,967.371,3121.333,2999.508
3,856,143,935.53,3014.499,2897.642
3,834,131,825.19,2608.727,2509.772
3,784,114,651.122,2107.671,2028.711
3,677,91,421.186,1374.965,1321.043
3,446,57,172.189,529.442,498.21
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,440,51,154.46,483.847,453.65
3,697,82,406.975,1392.423,1337.962
3,820,99,643.569,2215.489,2132.424
3,881,110,831.081,2804.216,2696.827
3,910,117,951.472,3156.679,3033.187
3,917,120,986.703,3243.024,3115.411
3,905,118,953.831,3143.602,3020.728
3,872,113,837.859,2777.397,2671.186
3,800,105,651.004,2168.883,2087.606
3,683,87,420.674,1393.89,1339.383
3,450,56,172.714,538.949,507.499
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,391,53,147.109,464.65,434.882
3,639,87,388.652,1332.074,1279.463
3,765,105,619.208,2110.804,2031.726
3,826,119,799.947,2682.469,2580.374
3,635,217,821.693,2768.116,2662.312
3,408,313,725.147,2454.158,2361.621
3,783,166,903.591,2993.425,2877.535
3,195,300,477.238,1649.299,1586.587
3,639,156,602.453,2037.523,1961.177
3,504,127,377.372,1266.04,1215.414
3,293,72,150.334,482.944,452.767
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,417,54,155.37,489.779,459.448
3,657,88,400.032,1376.495,1322.525
3,801,99,636.73,2189.93,2107.847
3,878,104,827.48,2753.605,2648.434
3,916,106,943.246,3061.487,2942.458
3,922,109,983.789,3166.93,3042.952
3,917,105,947.563,3027.758,2910.29
3,891,99,835.76,2678.909,2576.968
3,809,98,652.024,2100.433,2021.745
3,706,80,425.723,1366.63,1312.964
3,487,52,178.759,531.364,500.088
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,214,61,113.611,374.677,346.878
3,325,131,288.277,1005.367,962.181
3,582,146,548.948,1862.164,1792.149
3,857,110,819.981,2665.781,2564.402
3,887,116,937.355,2956.857,2842.636
3,894,118,969.913,3074.991,2955.334
3,888,114,933.328,2984.935,2869.433
3,863,107,828.789,2686.263,2584.006
3,812,94,650.917,2138.199,2058.088
3,714,78,428.201,1393.761,1339.259
3,502,52,182.964,548.792,517.114
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,14,13.249,50.587,29.258
3,274,140,275.394,984.965,942.335
3,255,225,410.373,1465.311,1408.571
3,219,300,495.138,1743.627,1677.731
3,126,348,486.266,1691.557,1627.429
3,63,340,411.549,1437.005,1381.155
3,679,201,852.284,2831.758,2723.153
3,506,228,670.554,2255.927,2171.294
3,841,77,649.252,2160.941,2079.966
3,540,102,372.388,1243.253,1193.302
3,290,69,147.11,472.378,442.437
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,464,57,173.941,549.957,518.253
3,695,86,422.202,1431.053,1375.39
3,636,132,573.477,1934.583,1861.988
3,538,215,679.973,2244.574,2160.383
