Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,22,8,534,31,-1,2,206.145,2.646,674.417,639.767
1,22,9,776,50,1,2,447.025,12.118,1547.861,1488.48
1,22,10,877,59,3,2,630.462,19.848,2175.721,2094.182
1,22,11,922,63,6,2,749.457,26.455,2533.996,2438.172
1,22,12,930,66,7,2,792.016,28.889,2654.07,2553.19
1,22,13,921,64,8,1,760.327,33.263,2490.202,2396.188
1,22,14,885,59,7,0,654.711,34.988,2108.579,2029.585
1,22,15,290,109,6,0,279.121,20.919,952.089,910.345
1,22,16,602,36,4,1,255.344,11.516,826.415,787.971
1,22,17,0,0,3,1,0,3,0,0
1,22,18,0,0,3,1,0,3,0,0
1,22,19,0,0,2,1,0,2,0,0
1,22,20,0,0,1,1,0,1,0,0
1,22,21,0,0,1,1,0,1,0,0
1,22,22,0,0,0,1,0,0,0,0
1,22,23,0,0,0,1,0,0,0,0
1,23,0,0,0,0,3,0,0,0,0
1,23,1,0,0,0,4,0,0,0,0
1,23,2,0,0,0,5,0,0,0,0
1,23,3,0,0,-1,7,0,-1,0,0
1,23,4,0,0,-2,8,0,-2,0,0
1,23,5,0,0,-4,8,0,-4,0,0
1,23,6,0,0,-5,8,0,-5,0,0
1,23,7,0,0,-5,8,0,-5,0,0
1,23,8,0,10,-4,8,9.46,-4.956,37.089,16.008
1,23,9,0,8,-4,8,7.57,-4.975,29.682,8.737
1,23,10,4,136,-4,8,138.315,-3.053,537.819,506.395
1,23,11,0,23,-4,8,21.808,-4.651,85.395,63.418
1,23,12,31,197,-4,8,233.07,-1.645,900.649,860.273
1,23,13,0,68,-4,8,64.597,-3.937,252.199,226.961
1,23,14,674,114,-5,7,589.884,3.33,2202.756,2120.181
1,23,15,61,119,-6,7,158.909,-4.022,614.713,581.494
1,23,16,0,27,-7,7,25.592,-7.622,101.442,79.162
1,23,17,0,0,-8,7,0,-8,0,0
1,23,18,0,0,-9,7,0,-9,0,0
1,23,19,0,0,-10,7,0,-10,0,0
1,23,20,0,0,-11,7,0,-11,0,0
1,23,21,0,0,-12,6,0,-12,0,0
1,23,22,0,0,-12,5,0,-12,0,0
1,23,23,0,0,-13,5,0,-13,0,0
1,24,0,0,0,-14,5,0,-14,0,0
1,24,1,0,0,-14,4,0,-14,0,0
1,24,2,0,0,-15,4,0,-15,0,0
1,24,3,0,0,-15,4,0,-15,0,0
1,24,4,0,0,-15,3,0,-15,0,0
1,24,5,0,0,-16,3,0,-16,0,0
1,24,6,0,0,-17,2,0,-17,0,0
1,24,7,0,0,-16,2,0,-16,0,0
1,24,8,245,41,-15,3,131.838,-13.601,482.372,452.208
1,24,9,488,77,-14,2,341.015,-5.81,1287.122,1235.866
1,24,10,734,72,-12,2,562.747,3.195,2093.943,2015.498
1,24,11,803,76,-11,1,687.985,12.343,2483.491,2389.752
1,24,12,639,128,-10,1,656.175,12.935,2370.16,2281.016
1,24,13,872,109,-10,1,791.175,16.865,2802.132,2694.835
1,24,14,801,103,-9,1,663.417,14.6,2357.011,2268.393
1,24,15,671,89,-9,1,467.092,7.871,1673.438,1609.919
1,24,16,448,57,-10,0,229.381,2.291,791.126,753.582
1,24,17,0,0,-10,0,0,-10,0,0
1,24,18,0,0,-11,0,0,-11,0,0
1,24,19,0,0,-11,0,0,-11,0,0
1,24,20,0,0,-11,0,0,-11,0,0
1,24,21,0,0,-11,1,0,-11,0,0
1,24,22,0,0,-11,1,0,-11,0,0
1,24,23,0,0,-11,2,0,-11,0,0
1,25,0,0,0,-12,2,0,-12,0,0
1,25,1,0,0,-12,2,0,-12,0,0
1,25,2,0,0,-12,2,0,-12,0,0
1,25,3,0,0,-12,2,0,-12,0,0
1,25,4,0,0,-12,2,0,-12,0,0
1,25,5,0,0,-12,2,0,-12,0,0
1,25,6,0,0,-13,2,0,-13,0,0
1,25,7,0,0,-12,2,0,-12,0,0
1,25,8,237,61,-12,2,150.442,-9.917,551.59,519.848
1,25,9,0,30,-11,2,28.431,-11.904,114.66,92.129
1,25,10,8,141,-10,2,146.066,-7.942,579.289,546.904
1,25,11,55,199,-9,2,252.927,-3.377,983.638,941.043
1,25,12,39,205,-9,2,248.266,-3.088,965.06,922.967
1,25,13,199,215,-9,2,389.578,0.91,1485.492,1428.112
1,25,14,52,171,-9,2,216.717,-3.453,842.044,803.197
1,25,15,20,115,-9,2,126.478,-6.753,497.641,467.132
1,25,16,0,32,-9,3,30.347,-9.861,121.384,98.725
1,25,17,0,0,-10,3,0,-10,0,0
1,25,18,0,0,-11,3,0,-11,0,0
1,25,19,0,0,-11,2,0,-11,0,0
1,25,20,0,0,-11,2,0,-11,0,0
1,25,21,0,0,-12,2,0,-12,0,0
1,25,22,0,0,-12,2,0,-12,0,0
1,25,23,0,0,-12,2,0,-12,0,0
1,26,0,0,0,-12,2,0,-12,0,0
1,26,1,0,0,-12,2,0,-12,0,0
1,26,2,0,0,-13,2,0,-13,0,0
1,26,3,0,0,-13,2,0,-13,0,0
1,26,4,0,0,-13,2,0,-13,0,0
1,26,5,0,0,-13,2,0,-13,0,0
1,26,6,0,0,-13,2,0,-13,0,0
1,26,7,0,0,-12,2,0,-12,0,0
1,26,8,330,55,-11,2,174.595,-8.215,624.388,590.939
1,26,9,0,78,-11,2,76.031,-10.393,304.769,278.448
1,26,10,18,150,-10,2,162.272,-7.273,641.335,607.481
1,26,11,70,205,-10,2,270.93,-3.78,1055.137,1010.579
1,26,12,5,170,-9,2,172.804,-5.19,678.056,643.317
1,26,13,87,214,-9,2,294.75,-2.073,1139.73,1092.787
1,26,14,18,157,-9,2,169.607,-5.186,664.795,630.378
1,26,15,100,127,-9,2,195.495,-4.939,757.069,720.382
1,26,16,0,57,-10,2,57.319,-9.862,229.272,204.497
1,26,17,0,0,-10,2,0,-10,0,0
1,26,18,0,0,-11,2,0,-11,0,0
1,26,19,0,0,-11,2,0,-11,0,0
1,26,20,0,0,-12,2,0,-12,0,0
1,26,21,0,0,-12,2,0,-12,0,0
1,26,22,0,0,-13,2,0,-13,0,0
1,26,23,0,0,-13,2,0,-13,0,0
1,27,0,0,0,-13,2,0,-13,0,0
1,27,1,0,0,-13,2,0,-13,0,0
1,27,2,0,0,-13,2,0,-13,0,0
1,27,3,0,0,-13,2,0,-13,0,0
1,27,4,0,0,-13,2,0,-13,0,0
1,27,5,0,0,-13,2,0,-13,0,0
1,27,6,0,0,-13,1,0,-13,0,0
1,27,7,0,0,-12,1,0,-12,0,0
1,27,8,20,46,-11,1,55.158,-12.02,218.299,193.744
1,27,9,0,19,-10,1,17.993,-11.997,72.592,50.855
1,27,10,0,115,-9,1,112.55,-7.827,446.493,417.129
1,27,11,6,165,-9,1,168.669,-5.225,661.865,627.518
1,27,12,29,201,-8,1,235.414,-1.583,909.579,868.967
1,27,13,42,202,-8,1,246.529,-0.8,948.998,907.337
1,27,14,184,184,-8,1,328.928,2.034,1244.586,1194.595
1,27,15,0,76,-8,1,73.191,-6.21,288.439,262.458
1,27,16,454,64,-8,0,242.061,0.396,847.085,808.107
1,27,17,0,0,-9,0,0,-9,0,0
1,27,18,0,0,-10,0,0,-10,0,0
1,27,19,0,0,-10,0,0,-10,0,0
1,27,20,0,0,-11,0,0,-11,0,0
1,27,21,0,0,-11,0,0,-11,0,0
1,27,22,0,0,-12,1,0,-12,0,0
1,27,23,0,0,-13,1,0,-13,0,0
1,28,0,0,0,-14,1,0,-14,0,0
1,28,1,0,0,-14,2,0,-14,0,0
1,28,2,0,0,-14,2,0,-14,0,0
1,28,3,0,0,-14,3,0,-14,0,0
1,28,4,0,0,-14,3,0,-14,0,0
1,28,5,0,0,-13,4,0,-13,0,0
1,28,6,0,0,-13,3,0,-13,0,0
1,28,7,0,0,-13,3,0,-13,0,0
1,28,8,475,44,-11,3,207.712,-7.67,724.611,688.732
1,28,9,724,71,-9,4,454.982,-0.055,1671.15,1607.707
1,28,10,842,84,-6,4,651.989,7.858,2380.401,2290.847
1,28,11,893,93,-3,4,782.128,14.137,2803.185,2695.841
1,28,12,872,110,-1,4,818.995,17.209,2902.179,2790.431
1,28,13,860,108,1,3,786.857,20.581,2741.972,2637.307
1,28,14,827,96,2,3,682.427,18.987,2379.356,2289.844
1,28,15,757,76,1,2,507.014,15.43,1757.859,1691.475
1,28,16,590,48,0,2,276.708,7.533,927.795,886.701
1,28,17,0,0,-1,2,0,-1,0,0
1,28,18,0,0,-1,3,0,-1,0,0
1,28,19,0,0,-2,3,0,-2,0,0
1,28,20,0,0,-3,3,0,-3,0,0
1,28,21,0,0,-3,3,0,-3,0,0
1,28,22,0,0,-4,3,0,-4,0,0
1,28,23,0,0,-4,3,0,-4,0,0
1,29,0,0,0,-4,3,0,-4,0,0
1,29,1,0,0,-5,3,0,-5,0,0
1,29,2,0,0,-5,4,0,-5,0,0
1,29,3,0,0,-5,4,0,-5,0,0
1,29,4,0,0,-4,4,0,-4,0,0
1,29,5,0,0,-4,4,0,-4,0,0
1,29,6,0,0,-4,4,0,-4,0,0
1,29,7,0,0,-4,4,0,-4,0,0
1,29,8,492,46,-3,5,215.653,-0.242,730.173,694.155
1,29,9,747,73,-1,6,470.055,6.269,1681.368,1617.583
1,29,10,859,89,0,6,670.379,11.143,2413.478,2322.593
1,29,11,912,97,0,6,803.064,13.743,2883.875,2772.948
1,29,12,928,100,0,6,854.026,14.814,3059.262,2940.336
1,29,13,230,221,1,6,421.194,8.257,1556.384,1496.727
1,29,14,630,108,1,6,565.815,10.238,2054.439,1977.466
1,29,15,145,133,0,5,226.823,3.937,844.202,805.299
1,29,16,547,57,-1,4,272.121,3.891,933.465,892.22
1,29,17,0,0,-2,3,0,-2,0,0
1,29,18,0,0,-2,2,0,-2,0,0
1,29,19,0,0,-2,2,0,-2,0,0
1,29,20,0,0,-3,2,0,-3,0,0
1,29,21,0,0,-3,2,0,-3,0,0
1,29,22,0,0,-4,2,0,-4,0,0
1,29,23,0,0,-5,2,0,-5,0,0
1,30,0,0,0,-6,1,0,-6,0,0
1,30,1,0,0,-6,1,0,-6,0,0
1,30,2,0,0,-6,1,0,-6,0,0
1,30,3,0,0,-6,1,0,-6,0,0
1,30,4,0,0,-6,1,0,-6,0,0
1,30,5,0,0,-5,1,0,-5,0,0
1,30,6,0,0,-5,1,0,-5,0,0
1,30,7,0,0,-5,1,0,-5,0,0
1,30,8,0,34,-4,1,32.351,-5.795,127.276,104.504
1,30,9,1,103,-2,2,103.342,-1.182,398.767,370.449
1,30,10,0,128,0,3,126.07,1.525,481.08,450.945
1,30,11,65,211,0,4,273.672,4.704,1028.672,984.846
1,30,12,148,239,1,4,383.634,8.485,1418.203,1362.942
1,30,13,125,228,2,5,350.189,8.068,1296.611,1245.071
1,30,14,0,106,2,4,102.5,3.374,388.077,359.99
1,30,15,722,86,1,3,503.696,11.881,1778.517,1711.422
1,30,16,558,54,0,1,274.741,9.455,919.883,878.999
1,30,17,0,0,-1,1,0,-1,0,0
1,30,18,0,0,-2,1,0,-2,0,0
1,30,19,0,0,-2,1,0,-2,0,0
1,30,20,0,0,-2,1,0,-2,0,0
1,30,21,0,0,-3,1,0,-3,0,0
1,30,22,0,0,-3,2,0,-3,0,0
1,30,23,0,0,-2,2,0,-2,0,0
1,31,0,0,0,-2,3,0,-2,0,0
1,31,1,0,0,-2,4,0,-2,0,0
1,31,2,0,0,-1,4,0,-1,0,0
1,31,3,0,0,-1,4,0,-1,0,0
1,31,4,0,0,-2,4,0,-2,0,0
1,31,5,0,0,-2,4,0,-2,0,0
1,31,6,0,0,-2,4,0,-2,0,0
1,31,7,0,0,-1,4,0,-1,0,0
1,31,8,390,42,0,5,181.314,2.09,613.268,580.083
1,31,9,780,57,2,4,469.256,11.186,1640.863,1578.431
1,31,10,876,68,4,4,661.774,18.058,2309.704,2222.963
1,31,11,921,73,7,5,781.322,21.976,2702.815,2599.845
1,31,12,922,81,8,5,826.707,24.054,2839.091,2730.16
1,31,13,908,80,9,4,793.793,26.626,2689.718,2587.312
1,31,14,867,75,9,3,689.964,25.953,2329.819,2242.282
1,31,15,788,63,7,2,513.405,21.43,1732.967,1667.434
1,31,16,597,47,3,2,283.062,10.683,939.839,898.423
1,31,17,0,0,2,2,0,2,0,0
1,31,18,0,0,-6,1,0,-6,0,0
1,31,19,0,0,-7,1,0,-7,0,0
1,31,20,0,0,-8,1,0,-8,0,0
1,31,21,0,0,-8,1,0,-8,0,0
1,31,22,0,0,-9,1,0,-9,0,0
1,31,23,0,0,-10,1,0,-10,0,0
2,1,0,0,0,-11,2,0,-11,0,0
2,1,1,0,0,-12,1,0,-12,0,0
2,1,2,0,0,-12,1,0,-12,0,0
2,1,3,0,0,-13,1,0,-13,0,0
2,1,4,0,0,-14,1,0,-14,0,0
2,1,5,0,0,-14,1,0,-14,0,0
2,1,6,0,0,-14,1,0,-14,0,0
2,1,7,0,0,-14,1,0,-14,0,0
2,1,8,606,40,-11,2,245.368,-6.153,843.545,804.659
2,1,9,819,64,-8,2,498.387,4.913,1792.728,1725.141
2,1,10,911,78,-6,3,698.441,10.881,2518.578,2423.393
2,1,11,952,87,-4,3,829.11,16.477,2942.292,2828.732
2,1,12,963,92,-3,3,880.607,18.997,3096.502,2975.841
2,1,13,945,93,-2,3,845.706,19.261,2966.525,2851.865
2,1,14,891,90,-2,3,726.132,16.331,2564.804,2467.696
2,1,15,780,81,-2,2,534.217,13.426,1874.053,1803.618
2,1,16,225,67,-3,1,162.832,3.024,579.406,547.018
2,1,17,0,0,-4,1,0,-4,0,0
2,1,18,0,0,-5,3,0,-5,0,0
2,1,19,0,0,-5,5,0,-5,0,0
2,1,20,0,0,-7,8,0,-7,0,0
2,1,21,0,0,-9,10,0,-9,0,0
2,1,22,0,0,-11,9,0,-11,0,0
2,1,23,0,0,-12,7,0,-12,0,0
2,2,0,0,0,-13,6,0,-13,0,0
2,2,1,0,0,-13,5,0,-13,0,0
2,2,2,0,0,-14,4,0,-14,0,0
2,2,3,0,0,-15,3,0,-15,0,0
2,2,4,0,0,-16,3,0,-16,0,0
2,2,5,0,0,-17,3,0,-17,0,0
2,2,6,0,0,-17,3,0,-17,0,0
2,2,7,0,0,-17,4,0,-17,0,0
2,2,8,633,41,-14,5,256.099,-10.443,896.464,856.198
2,2,9,834,66,-12,5,509.999,-3.014,1898.241,1826.947
2,2,10,925,82,-10,5,714.483,3.424,2662.109,2560.887
2,2,11,970,91,-9,5,849.965,7.416,3140.471,3017.745
2,2,12,990,92,-7,6,904.866,8.75,3331.295,3199.397
2,2,13,985,89,-6,6,874.761,9.295,3208.775,3082.804
2,2,14,953,81,-6,6,761.315,7.258,2799.301,2692.129
2,2,15,878,68,-6,5,573.291,5.07,2083.734,2005.671
2,2,16,713,47,-7,5,326.922,-1.089,1139.839,1092.893
2,2,17,205,12,-8,5,60.034,-7.771,186.958,163.026
2,2,18,0,0,-8,5,0,-8,0,0
2,2,19,0,0,-8,4,0,-8,0,0
2,2,20,0,0,-9,3,0,-9,0,0
2,2,21,0,0,-11,2,0,-11,0,0
2,2,22,0,0,-12,3,0,-12,0,0
2,2,23,0,0,-12,4,0,-12,0,0
2,3,0,0,0,-12,5,0,-12,0,0
2,3,1,0,0,-13,5,0,-13,0,0
2,3,2,0,0,-14,5,0,-14,0,0
2,3,3,0,0,-15,4,0,-15,0,0
2,3,4,0,0,-16,3,0,-16,0,0
2,3,5,0,0,-17,3,0,-17,0,0
2,3,6,0,0,-18,3,0,-18,0,0
2,3,7,0,0,-18,3,0,-18,0,0
2,3,8,670,40,-16,4,268.328,-11.678,943.258,901.751
2,3,9,861,64,-14,5,523.539,-4.725,1962.91,1889.292
2,3,10,944,80,-13,5,727.161,0.7,2741.451,2636.809
2,3,11,986,88,-12,5,861.373,4.667,3221.083,3094.523
2,3,12,997,92,-12,5,907.504,5.792,3384.572,3250.052
2,3,13,988,89,-12,5,874.515,5.223,3265.522,3136.824
2,3,14,952,82,-12,5,764.724,3.019,2864.502,2754.441
2,3,15,874,70,-12,4,575.919,0.888,2132.631,2052.731
2,3,16,713,49,-13,3,330.973,-4.781,1174.428,1126.489
2,3,17,242,13,-14,1,68.932,-12.258,216.921,192.393
2,3,18,0,0,-15,0,0,-15,0,0
2,3,19,0,0,-16,0,0,-16,0,0
2,3,20,0,0,-16,0,0,-16,0,0
2,3,21,0,0,-16,0,0,-16,0,0
2,3,22,0,0,-17,1,0,-17,0,0
2,3,23,0,0,-17,1,0,-17,0,0
2,4,0,0,0,-17,1,0,-17,0,0
2,4,1,0,0,-17,1,0,-17,0,0
2,4,2,0,0,-17,2,0,-17,0,0
2,4,3,0,0,-17,2,0,-17,0,0
2,4,4,0,0,-17,3,0,-17,0,0
2,4,5,0,0,-17,3,0,-17,0,0
2,4,6,0,0,-17,2,0,-17,0,0
2,4,7,0,0,-17,2,0,-17,0,0
2,4,8,681,39,-14,4,272.311,-9.596,949.807,908.124
2,4,9,859,62,-12,5,522.352,-2.744,1943.405,1870.493
2,4,10,934,78,-11,5,720.776,2.57,2696.745,2594.037
2,4,11,966,87,-10,5,847.889,6.388,3147.874,3024.798
2,4,12,946,103,-9,5,888.442,8.39,3277.287,3148.019
2,4,13,926,102,-9,4,850.045,10.197,3107.416,2986.244
2,4,14,881,95,-9,4,733.054,7.534,2694.885,2592.258
2,4,15,677,70,-9,3,470.965,3.068,1731.78,1666.288
2,4,16,500,51,-10,2,257.427,-2.949,916.604,875.807
2,4,17,0,15,-11,1,14.216,-11.765,57.3,35.847
2,4,18,0,0,-12,1,0,-12,0,0
2,4,19,0,0,-12,1,0,-12,0,0
2,4,20,0,0,-13,2,0,-13,0,0
2,4,21,0,0,-13,2,0,-13,0,0
2,4,22,0,0,-13,1,0,-13,0,0
2,4,23,0,0,-13,1,0,-13,0,0
2,5,0,0,0,-13,1,0,-13,0,0
2,5,1,0,0,-13,2,0,-13,0,0
2,5,2,0,0,-13,2,0,-13,0,0
2,5,3,0,0,-13,3,0,-13,0,0
2,5,4,0,0,-13,3,0,-13,0,0
2,5,5,0,0,-13,3,0,-13,0,0
2,5,6,0,0,-13,3,0,-13,0,0
2,5,7,0,0,-12,3,0,-12,0,0
2,5,8,0,51,-11,4,50.37,-11.607,202.896,178.648
2,5,9,0,98,-10,4,96.321,-9.457,384.647,356.634
2,5,10,55,180,-9,3,226.896,-4.907,886.924,846.91
2,5,11,128,239,-8,3,363.968,-0.072,1395.495,1340.938
2,5,12,31,217,-7,2,253.681,-0.534,976.001,933.613
2,5,13,54,224,-6,2,279.778,0.764,1070.047,1025.074
2,5,14,21,174,-6,2,188.674,-1.732,729.146,693.154
2,5,15,6,125,-7,2,127.789,-4.842,500.3,469.732
2,5,16,410,60,-8,2,234.261,-2.999,842.507,803.648
2,5,17,0,16,-9,2,15.166,-9.949,60.686,39.17
2,5,18,0,0,-10,3,0,-10,0,0
2,5,19,0,0,-11,3,0,-11,0,0
2,5,20,0,0,-11,3,0,-11,0,0
2,5,21,0,0,-11,3,0,-11,0,0
2,5,22,0,0,-11,3,0,-11,0,0
2,5,23,0,0,-11,3,0,-11,0,0
2,6,0,0,0,-10,3,0,-10,0,0
2,6,1,0,0,-10,4,0,-10,0,0
2,6,2,0,0,-10,3,0,-10,0,0
2,6,3,0,0,-10,3,0,-10,0,0
2,6,4,0,0,-10,3,0,-10,0,0
2,6,5,0,0,-10,2,0,-10,0,0
2,6,6,0,0,-10,1,0,-10,0,0
2,6,7,0,0,-9,1,0,-9,0,0
2,6,8,224,57,-6,2,146.488,-4.06,528.27,497.065
2,6,9,124,131,-4,1,209.259,1.32,787.306,749.858
2,6,10,832,89,-1,2,670.21,16.237,2364.59,2275.669
2,6,11,888,95,0,4,803.155,17.614,2838.617,2729.708
2,6,12,901,102,0,6,857,14.867,3073.018,2953.452
2,6,13,894,102,0,7,830.879,13.077,3000.03,2883.837
2,6,14,857,95,0,7,721.768,11.298,2611.67,2512.591
2,6,15,746,89,-1,6,535.483,8.091,1930.43,1857.984
2,6,16,543,67,-2,5,293.236,3.19,1023.446,979.764
2,6,17,0,21,-4,5,20.299,-4.61,79.472,57.606
2,6,18,0,0,-5,5,0,-5,0,0
2,6,19,0,0,-6,5,0,-6,0,0
2,6,20,0,0,-7,5,0,-7,0,0
2,6,21,0,0,-7,4,0,-7,0,0
2,6,22,0,0,-8,4,0,-8,0,0
2,6,23,0,0,-9,4,0,-9,0,0
2,7,0,0,0,-9,3,0,-9,0,0
2,7,1,0,0,-9,3,0,-9,0,0
2,7,2,0,0,-10,3,0,-10,0,0
2,7,3,0,0,-10,3,0,-10,0,0
2,7,4,0,0,-11,3,0,-11,0,0
2,7,5,0,0,-11,3,0,-11,0,0
2,7,6,0,0,-11,2,0,-11,0,0
2,7,7,0,0,-11,2,0,-11,0,0
2,7,8,0,22,-11,2,20.839,-12.757,84.328,62.371
2,7,9,10,117,-10,1,121.862,-8.47,483.71,453.516
2,7,10,0,91,-9,1,87.046,-8.058,345.642,318.463
2,7,11,0,38,-9,1,36.066,-10.126,144.414,121.313
2,7,12,0,130,-8,1,125.778,-6.239,495.744,465.278
2,7,13,0,141,-7,2,137.254,-4.82,537.828,506.403
2,7,14,0,36,-7,2,34.154,-7.789,135.469,112.54
2,7,15,0,79,-7,2,75.595,-6.993,298.873,272.675
2,7,16,0,28,-8,2,26.533,-9.268,105.874,83.511
2,7,17,76,18,-9,2,37.336,-10.154,130.385,107.554
2,7,18,0,0,-9,2,0,-9,0,0
2,7,19,0,0,-10,2,0,-10,0,0
2,7,20,0,0,-10,2,0,-10,0,0
2,7,21,0,0,-11,2,0,-11,0,0
2,7,22,0,0,-11,2,0,-11,0,0
2,7,23,0,0,-11,2,0,-11,0,0
2,8,0,0,0,-11,2,0,-11,0,0
2,8,1,0,0,-12,2,0,-12,0,0
2,8,2,0,0,-12,1,0,-12,0,0
2,8,3,0,0,-12,1,0,-12,0,0
2,8,4,0,0,-13,1,0,-13,0,0
2,8,5,0,0,-13,1,0,-13,0,0
2,8,6,0,0,-13,1,0,-13,0,0
2,8,7,0,0,-12,1,0,-12,0,0
2,8,8,483,58,-10,1,234.376,-4.624,823.869,785.49
2,8,9,0,20,-8,0,18.945,-7.267,74.985,53.203
2,8,10,3,152,-7,0,152.452,-3.479,593.951,561.222
2,8,11,15,192,-6,0,202.852,1.607,773.513,736.413
2,8,12,7,186,-5,0,189.733,2.653,720.465,684.688
2,8,13,0,89,-4,0,84.644,-1.068,326.546,299.77
2,8,14,13,172,-4,1,180.384,-0.039,692.463,657.373
2,8,15,0,63,-4,1,59.823,-3.66,233.294,208.438
2,8,16,13,78,-5,1,82.949,-4.611,322.624,295.93
2,8,17,0,10,-6,1,9.464,-8.094,37.585,16.495
2,8,18,0,0,-7,1,0,-7,0,0
2,8,19,0,0,-7,1,0,-7,0,0
2,8,20,0,0,-8,2,0,-8,0,0
2,8,21,0,0,-8,2,0,-8,0,0
2,8,22,0,0,-8,2,0,-8,0,0
2,8,23,0,0,-9,2,0,-9,0,0
2,9,0,0,0,-9,2,0,-9,0,0
2,9,1,0,0,-9,2,0,-9,0,0
2,9,2,0,0,-10,2,0,-10,0,0
2,9,3,0,0,-10,2,0,-10,0,0
2,9,4,0,0,-10,2,0,-10,0,0
2,9,5,0,0,-11,2,0,-11,0,0
2,9,6,0,0,-11,2,0,-11,0,0
2,9,7,0,0,-10,2,0,-10,0,0
2,9,8,372,73,-9,2,214.716,-5.062,770.323,733.304
2,9,9,595,118,-8,3,456.044,2.193,1680.435,1616.681
2,9,10,17,168,-7,3,179.015,-3.075,695.717,660.547
2,9,11,53,226,-7,3,280.194,-1.332,1081.104,1035.821
2,9,12,115,259,-7,3,370.136,1.219,1412.716,1357.625
2,9,13,140,251,-7,3,389.37,1.958,1480.772,1423.542
2,9,14,443,172,-7,3,521.672,5.291,1944.74,1871.779
2,9,15,599,92,-7,3,461.161,4.172,1696.238,1631.952
2,9,16,561,71,-8,2,308.784,0.424,1094.64,1048.977
2,9,17,0,30,-9,2,30.653,-9.183,122.272,99.596
2,9,18,0,0,-10,2,0,-10,0,0
2,9,19,0,0,-10,2,0,-10,0,0
2,9,20,0,0,-11,2,0,-11,0,0
2,9,21,0,0,-11,2,0,-11,0,0
2,9,22,0,0,-12,2,0,-12,0,0
2,9,23,0,0,-12,2,0,-12,0,0
2,10,0,0,0,-13,2,0,-13,0,0
2,10,1,0,0,-13,1,0,-13,0,0
2,10,2,0,0,-14,1,0,-14,0,0
2,10,3,0,0,-13,2,0,-13,0,0
2,10,4,0,0,-13,2,0,-13,0,0
2,10,5,0,0,-13,2,0,-13,0,0
2,10,6,0,0,-13,1,0,-13,0,0
2,10,7,0,0,-12,1,0,-12,0,0
2,10,8,602,48,-11,1,266.667,-4.484,928.242,887.135
2,10,9,788,73,-9,1,510.168,7.102,1830.56,1761.656
2,10,10,866,91,-8,1,705.169,15.405,2500.267,2405.839
2,10,11,87,240,-6,1,322.821,6.341,1205.156,1156.323
2,10,12,125,263,-5,1,394.031,7.503,1463.985,1407.287
2,10,13,27,215,-5,2,236.801,1.071,904.93,864.441
2,10,14,30,190,-5,2,220.421,-0.003,845.603,806.664
2,10,15,0,103,-5,2,100.115,-3.527,390.208,362.075
2,10,16,453,90,-5,2,287.675,1.382,1027.366,983.576
2,10,17,0,28,-6,1,28.09,-6.092,110.647,88.193
2,10,18,0,0,-7,1,0,-7,0,0
2,10,19,0,0,-7,1,0,-7,0,0
2,10,20,0,0,-8,2,0,-8,0,0
2,10,21,0,0,-8,2,0,-8,0,0
2,10,22,0,0,-8,2,0,-8,0,0
2,10,23,0,0,-8,3,0,-8,0,0
2,11,0,0,0,-8,3,0,-8,0,0
2,11,1,0,0,-8,3,0,-8,0,0
2,11,2,0,0,-8,3,0,-8,0,0
2,11,3,0,0,-8,3,0,-8,0,0
2,11,4,0,0,-9,2,0,-9,0,0
2,11,5,0,0,-9,2,0,-9,0,0
2,11,6,0,0,-8,2,0,-8,0,0
2,11,7,0,0,-7,3,0,-7,0,0
2,11,8,0,50,-5,3,48.325,-5.773,190.103,166.109
2,11,9,3,119,-2,3,119.566,-0.803,460.484,430.81
2,11,10,103,203,0,3,285.325,5.561,1066.235,1021.368
2,11,11,70,238,1,4,307.043,6.804,1144.236,1097.164
2,11,12,14,204,2,4,214.239,5.781,802.634,764.797
2,11,13,73,246,2,4,319.389,7.924,1184.656,1136.421
2,11,14,48,203,2,3,248.085,7.186,922.542,881.587
2,11,15,203,157,1,2,289.749,7.924,1061.55,1016.813
2,11,16,0,71,0,2,69.556,0.859,266.172,240.649
2,11,17,0,11,0,2,10.412,-1.712,40.275,19.135
2,11,18,0,0,0,2,0,0,0,0
2,11,19,0,0,0,2,0,0,0,0
2,11,20,0,0,0,2,0,0,0,0
2,11,21,0,0,0,2,0,0,0,0
2,11,22,0,0,-1,2,0,-1,0,0
2,11,23,0,0,-1,1,0,-1,0,0
2,12,0,0,0,-1,1,0,-1,0,0
2,12,1,0,0,-1,1,0,-1,0,0
2,12,2,0,0,-2,0,0,-2,0,0
2,12,3,0,0,-2,0,0,-2,0,0
2,12,4,0,0,-2,0,0,-2,0,0
2,12,5,0,0,-2,0,0,-2,0,0
2,12,6,0,0,-2,0,0,-2,0,0
2,12,7,0,0,-1,1,0,-1,0,0
2,12,8,0,11,0,2,10.407,-1.986,40.304,19.164
2,12,9,0,49,0,3,46.494,-0.76,179.137,155.358
2,12,10,0,96,1,4,91.903,1.454,350.808,323.519
2,12,11,0,133,1,4,128.817,2.385,489.776,459.445
2,12,12,6,187,2,4,189.449,4.832,712.746,677.159
2,12,13,7,185,2,4,188.344,4.941,708.222,672.746
